"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.56055556	95.3075	255.508									8		5														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.55736111	95.28555556	255.755									9		5														
		"n"	"THAILAND"	"PHANG NGA"	"NAM KHEM"	8.84202778	98.27602778	667.295									1.55		5														
		"n"	"MYANMAR (BURMA)"		"THIRIMYAING QUARTER, KAWTHAUNG"	10.001	98.535	796.453									2.6		5			8	1						1			83	2
		"n"	"KENYA"		"MALINDI"	-3.233	40.083	6247.098											5			1	1										
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.433	95.236	243.942									26.1		5														
		"n"	"INDIA"	"ANDHRA PRADESH"	"MYPADU-NELLORE"	14.50525	80.17853333	2119.773									4.53		5														
		"n"	"INDIA"	"TAMIL NADU"	"PULICAT"	13.3836	80.33278333	2038.206									2.67	160	5														
		"n"	"INDIA"	"TAMIL NADU"	"KOVALAM"	12.78718333	80.25343333	2011.702									3.35		5														
		"n"	"INDIA"	"TAMIL NADU"	"DEVANAANPATTINAM"	11.74293333	79.78716667	2001.659									2.51		5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.67183333	92.73825	985.918									2.84		5														
		"n"	"INDIA"	"TAMIL NADU"	"TUTICORIN, PORT"	8.74961111	78.19652778	2044.274									3	200	5														
		"n"	"SRI LANKA"		"CHINA BAY-MUTUR"	8.492397	81.19206	1720.941									3.35		4														
		"n"	"SRI LANKA"		"NINTO"	7.343535	81.86083	1613.357									4.5		4														
		"n"	"SRI LANKA"		"MANKERI"	8.013957	81.48953	1673.476									5.5	134.7	4														
		"n"	"SRI LANKA"		"KALMUNAI KUDDI"	7.422988	81.83044	1618.928									7	110	4														
		"n"	"SRI LANKA"		"DEHIWALA"	6.877667	79.8564	1816.721									3.48		5														
		"n"	"SRI LANKA"		"PAYAGALA"	6.521217	79.97835	1795.854									5.04		5										1				1
		"n"	"MAURITIUS"		"GRAND BAIE, RODRIGUES"	-19.6738	63.4492	4362.098									2.43		4														
		"n"	"MAURITIUS"		"COTTON BAY, RODRIGUES"	-19.685	63.4963	4358.576									1.07	147	5														
		"n"	"MAURITIUS"		"PETIT GRAVIER, RODRIGUES"	-19.7281	63.4833	4362.272									1.54		5														
		"n"	"MAURITIUS"		"ANSE GOELANDS, RODRIGUES"	-19.7072	63.3793	4370.271									1		5														
		"n"	"MAURITIUS"		"BAIE-AUX-HUITRES, RODRIGUES"	-19.6912	63.4074	4366.834									2.15	191	5														
		"n"	"INDIA"	"TAMIL NADU"	"KANYAKUMARI"	8.078	77.541	2095.167									10	400	4										1				
		"n"	"YEMEN"		"BEDHOOLA"	12.32906	54.00783	4714.751									3.87	8.2	5														
		"n"	"YEMEN"		"SHAZHOR"	12.47117	54.41113	4673.82									5.7	27.2	5										1	2	1		
		"n"	"INDIA"	"TAMIL NADU"	"SILVER BEACH, CUDDALORE"	11.75	79.75	2005.634											1			37	1						2				
		"n"	"THAILAND"		"BAN KO DAM"	9.277	98.386	716.235									1.1	0	5														
		"n"	"INDONESIA"	"ACEH"	"KREUNG RAYA, SUMATRA"	5.589153	95.36097	257.254									5	1000	4										1				
		"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE"	11.75	79.75	2005.634									4	250	5														
		"n"	"INDIA"	"TAMIL NADU"	"CUDDALORE"	11.75	79.75	2005.634									9	250	4														
		"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM, VELANKANNI"	10.7	79.8	1951.562										1000	1			2000	4										1
		"n"	"THAILAND"		"PHUKET"	7.83	98.42	574.429	26	2	55	1	56				1.11		2		"F"												
		"n"	"OMAN"		"SADAH"	17.049483	55.072883	4705.715									0.21	58	5														
		"n"	"OMAN"		"SHANNAH"	20.74635	58.73264	4459.541									1.05		4														
		"n"	"OMAN"		"SOUTH CAPE, MASIRAH"	20.16627	58.63723	4446.688											5														
		"n"	"OMAN"		"AN NAJDAH"	20.84741	58.7371	4463.049									0.4	4	5														
		"n"	"OMAN"		"MAHWAT ISLAND"	20.57478	58.17527	4507.44									0.7	13	5														
		"n"	"OMAN"		"RAS AL MADRAKAH"	18.9703	57.80395	4486.525									1.8	32	5														
		"n"	"INDONESIA"	"ACEH"	"LHOK KRUET, SUMATRA"	4.9001	95.40208	182.215									17.1	437.2	4														
		"n"	"INDONESIA"	"ACEH"	"LHOK KRUET, SUMATRA"	4.89754	95.40444	181.871									16.7	275.1	4														
		"n"	"SOMALIA"		"EYL"	7.96001	49.8454	5120.007									6.32	216.3	5														
		"n"	"SOMALIA"		"FOAR"	10.30845	50.89774	5024.134									5.97	44	5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"LHOK LEUPUNG, SUMATRA"	4.69205	95.53774	156.164									12.2	903.3	5														
		"n"	"FRENCH SOUTHERN AND ANTARCTIC TERRITORIES"		"ILE SAINT-PAUL"	-38.72	77.54	5020.66	26	7	30	6	30				0.08		2		"R"												
		"n"	"FRENCH SOUTHERN AND ANTARCTIC TERRITORIES"		"KERGUELEN"	-49.35	70.22	6337.042	26	10	0	9	0				0.34		2		"R"												
		"n"	"MADAGASCAR"		"SOANIERANA-IVONGO"	-16.91903	49.58707	5555.058									2.23	20	4														
		"n"	"MADAGASCAR"		"MANAKATAFANA"	-17.06165	49.52432	5566.615									1.92	22	5														
		"n"	"MADAGASCAR"		"ANKARAMANY"	-24.43317	47.30677	6080.866									2.7	35	5														
		"n"	"MADAGASCAR"		"MANANJARY"	-21.24501	48.34824	5846.198									2.2	28	4														
		"n"	"MADAGASCAR"		"MANAKARA NORTH"	-22.13989	48.02431	5914.556									2.3	43	5														
		"n"	"MADAGASCAR"		"TANAMBAO-DAOUD"	-13.92	50.135	5394.762									2.5		5														
		"n"	"MADAGASCAR"		"TOAMASINA"	-18.15672	49.42477	5617.778									0.9		4														
		"n"	"MADAGASCAR"		"MANAKARA PORT"	-22.14126	48.02057	5914.97									1.6		4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50356	73.30856	2508.079									2.11	135	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50317	73.30952	2507.974									3.07	49	4														
		"n"	"MALDIVES"		"VILUFUSHI, THAA"	2.50317	73.30986	2507.936									3.57	10	4														
		"n"	"MALDIVES"		"MADIFUSHI, THAA"	2.35802	73.35587	2503.604									2.13	48	4														
		"n"	"MALDIVES"		"KOLHUFUSHI, MEEMU"	2.77183	73.4251	2493.946									2.76	23	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61995	72.85457	2564.96									3.02	138	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61822	72.85568	2564.822									2.72	71	4														
		"n"	"MALDIVES"		"KANDHOLHUDHOO, RAA"	5.61753	72.8562	2564.758									3.1	28	4														
		"n"	"MALDIVES"		"EYDHAFUSHI, BAA"	5.10142	73.07308	2536.667									3.04	64	4														
		"n"	"MALDIVES"		"HINNAVARU, LHAVIYANI"	5.49218	73.41317	2502.127									0.98	174	4														
		"n"	"TANZANIA"		"CHWAKA BAY RESORT HOTEL, ZANZIBAR"	-6.15563	39.43705	6357.837									2.65		5														
		"n"	"TANZANIA"		"PAJE - FLOW DEPTH ON REEF, ZANZIBAR"	-6.26048	39.5366	6348.534									1		5														
		"n"	"TANZANIA"		"BAGAMOYO - FISHING HARBOR"	-6.44017	38.91025	6419.926									3		5														
		"n"	"TANZANIA"		"MBEZI BEACH, MAINLAND TANZANIA"	-6.69817	39.22763	6389.204									3		5			8	1										
		"n"	"TANZANIA"		"KIM BEACH - AT BERM"	-6.86335	39.41087	6371.795									2.85		5														
		"n"	"COMOROS"		"MITSAMIOULI, GRANDE COMORE"	-11.3898	43.28947	6042.442									2.3		5														
		"n"	"COMOROS"		"BANGOUA KOUNI, GRANDE COMORE"	-11.36983	43.36338	6034.089									1.5		5														
		"n"	"COMOROS"		"DOMONI - SOUTH, ANJOUAN"	-12.26172	44.5326	5932.117									1.7		5														
		"n"	"COMOROS"		"ONGONI, ANJOUAN"	-12.17223	44.50653	5932.566									2.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.649	95.416	262.525									4.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.6	95.379	258.01									8.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.286	95.251	227.895									10.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.553	95.235	256.732									13.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.443	95.241	244.848									16		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.499	95.223	251.352									18.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.201	95.284	217.837									20		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.2	95.284	217.731									21		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.445	95.243	244.999									24.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.45	95.242	245.561									27.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.567	95.343	255.296									3.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.596	95.394	257.241									5.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.52	95.272	252.135									5.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.54	95.307	253.314									6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.48	95.244	248.69									6.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.596	95.385	257.441									6.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.526	95.273	252.748									8.2		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.327	256.127									8.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.593	95.371	257.436									8.7		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.611	95.391	258.933									9.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.571	95.325	256.178									10.4		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.537	95.284	253.617									11		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.561	95.311	255.464									11.5		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.534	95.272	253.631									11.9		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.556	95.293	255.406									12.6		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.543	95.247	255.312									12.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.555	95.306	254.951									13		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.65	95.42	262.552									14.8		5														
		"n"	"INDONESIA"	"ACEH"	"ACEH, SUMATRA"	5.555	95.286	255.49									16.1		5														
		"n"	"COMOROS"		"MTSANGADOUA, MAYOTTE"	-12.71112	45.05005	5889.339									2.9		5														
		"n"	"AUSTRALIA"		"CARNARVON"	-24.9	113.65	3666.919	26	7	45	6	46	26	22	50	0.61		2														
		"n"	"SRI LANKA"		"LANCIGAMA BEACH, MARAWILA"	7.376	79.823	1832.28									2.3		5														
		"n"	"SRI LANKA"		"PATANANGALA BEACH, YALA"	6.344	81.497	1627.183									11.3		5														
		"n"	"SOUTH AFRICA"		"MOSSEL BAY (MOSSELBAAI)"	-34.178611	22.135278	8731.413	26	14	1	13	2				0.78		2		"R"												
		"n"	"USA"	"AK"	"KODIAK, AK"	57.730313	-152.513871	10956.38	27	16	0						0.13		2	70													
		"n"	"USA"	"AK"	"YAKUTAT, AK"	59.55	-139.733	11532.133	27	16	47	39	48				0.08		2	45													
		"n"	"THAILAND"		"KARON BEACH (SOUTH PART), PHUKET"	7.829	98.298	567.767									4.04		5														
		"n"	"THAILAND"		"KHAO LAK"	8.637	98.251	645.473									8.8		5														
		"n"	"THAILAND"		"PATONG BEACH, PHUKET"	7.904	98.301	575.219									4.9		5														
		"n"	"THAILAND"		"KHAO LAK"	8.729	98.226	653.636									8.86		5														
		"n"	"THAILAND"		"LAEM PAKARANG"	8.736	98.222	654.167									9.3		5														
		"n"	"INDONESIA"	"ACEH"	"LHOONG, NW. COAST OF SUMATRA"	5.283	95.247	227.709									25.5		5														
		"n"	"INDONESIA"	"ACEH"	"LABUHAN, NW COAST OF SUMATRA"	5.433	95.236	243.942									26.1		5														
		"n"	"INDONESIA"	"ACEH"	"LHOK NGA, NW. COAST OF SUMATRA"	5.451	95.243	245.637									29.7		5														
		"n"	"INDONESIA"	"ACEH"	"EAST BANDA ACEH, SUMATRA"	5.647	95.414	262.349									8.2		5														
		"n"	"INDONESIA"	"LAMPUNG"	"PANJANG, SE. SUMATRA"	-5.51	105.35	1437.816	26	4	2	3	3				0.65		2		"R"												
		"n"	"MALDIVES"		"NORTH MALE ATOLL, MALE IS."	4.17	73.513	2483.424									1.6	15	4														
		"n"	"MYANMAR (BURMA)"		"LAYYIN KWIN (AIRFIELD) VILLAGE"	15.79	94.806	1384.505									0.6		5			1	1						1	16	1		
		"n"	"SRI LANKA"		"GIN RIVER"	6.074	80.178	1765.562									2.11		5														
		"n"	"INDONESIA"	"ACEH"	"SENEBU VILLAGE, SIMEULUE"	2.557	96.301	97.537									2	1500	4														
		"n"	"INDONESIA"	"ACEH"	"LAUBANG, SIMEULUE"	2.432	96.26	107.669									1.5	500	4														
		"n"	"INDONESIA"	"ACEH"	"SUAKTIMAH, MEULABOH, SUMATRA"	4.211	96.065	101.706									15		4										3		3		
		"n"	"INDONESIA"	"ACEH"	"SKONEDA, MEULABOH, SUMATRA"	4.208	96.04	100.777									15	5000	4														
		"n"	"SRI LANKA"		"POTTUVIL"	6.875	81.844	1602.267									9	150	4														
		"n"	"THAILAND"		"BAN THUNG WA"	8.378	98.255	619.691									6.8	444	4														
		"n"	"THAILAND"		"THAI MUANG, VISITOR CENTER"	8.436	98.238	624.688									6.3	463	5														
		"n"	"THAILAND"		"KO YAO, FISHING VILLAGE"	9.222	98.375	710.168									1	0	5														
		"n"	"THAILAND"		"BAN AO KHOEI"	9.299	98.384	718.386									9.2	180	4														
		"n"	"THAILAND"		"BAN NAM KIM"	8.859	98.272	668.834									6.4	25	4														
		"n"	"SRI LANKA"		"SINNAMUHATTUVARAM"	7.173	81.86	1608.574									7	120	4														
		"n"	"INDIA"	"TAMIL NADU"	"PERIYAKALAPETTAIKUPPAM"	12.02583333	79.86638889	2008.14									6.93	400	5														
		"n"	"UK TERRITORY"		"CHAGOS ISLANDS"														5														
		"n"	"IRAN"		"GUSGAR"	25.56027	58.81188	4661.903									3.63	38	5														
		"n"	"IRAN"		"LAFI"	25.74628	57.73546	4768.406									3.56	55	5														
		"n"	"IRAN"		"POZM (23)"	25.36018	60.31382	4516.643									2.22		5														
		"n"	"IRAN"		"PASABANDAR"	25.06838	61.41687	4402.997									1.75		4														
		"n"	"INDIA"	"KERALA"	"ANDAKARANAZHI"	9.74777778	76.28416667	2277.084									3.5		4														
		"n"	"INDIA"	"KERALA"	"BEYPORE (CALICUT)"	11.22305556	75.78083333	2381.062									2		4														
		"n"	"MADAGASCAR"		"ALL OF MADAGASCAR"												5.4		5			1	1										
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BAMBOO FLAT (2), PORT BLAIR"	11.69955556	92.71480556	989.69									3.8	20.6	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BRAK WATER JETTY, LITTLE ANDARNAN"	10.58166667	92.5605	882.004									13.9	135.5	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"PASSENGER JETTY, LITTLE ANDARNAN"	10.58166667	92.5605	882.004									17.3	144.8	5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"BRAK WATER JETTY 2, LITTLE ANDARNAN"	10.58166667	92.5605	882.004									10.4	312	5														
		"n"	"SEYCHELLES"		"VICTORIA DOWNTOWN, MAHE ISLAND"	-4.62325	55.4587	4577.838									1.7	200	5														
		"n"	"SEYCHELLES"		"GRAND ANSE, MAHE ISLAND"	-4.67643333	55.44385	4580.518									4.3		5														
		"n"	"FRENCH SOUTHERN AND ANTARCTIC TERRITORIES"	"CROZET ARCHIPELAGO"	"LA BAIE DU MARIN, POSSESSION ISLAND"	-46.425	51.86	6999.105										225	5														
		"n"	"MALAYSIA"		"PANTAI TENGAH (LANAI HOTEL)"	6.25	99.71666667	537.438									3.66	44.5	5														
		"n"	"AUSTRALIA"		"BUNBURY"	-33.3	115.6	4554.463	26	8	10	7	11	26	21	10	0.92		2														
		"n"	"AUSTRALIA"		"VICTOR HARBOUR"	-35.56666	138.633333	6193.381						27	3	25	0.32		2														
		"n"	"INDIA"	"MAHARASHTRA"	"BANDAKHAR"	19.0718	72.8219	3052.474									3.3		5														
		"n"	"AUSTRALIA"		"FREMANTLE BOAT HARBOUR"	-32.05	115.733333	4442.775	26	7	40	6	41	27	5	35	0.4		2														
		"n"	"NEW ZEALAND"		"POUTU POINT"	-36.362	174.182	9188.5	26	21	50	20	56	27	8	40	0.14		2														
		"n"	"ANTARCTICA"		"CAPE ROBERTS (NEW ZEALAND)"	-77.03392	163.19123	9807.469	26	17	45	16	56	27	9	55	0.1		2														
		"n"	"NEW ZEALAND"		"KAIPARA"	-36.362	174.182	9188.5	26	20	47	19	48				0.22		2	78													
		"n"	"CANADA"	"BC"	"PORT HARDY, BRITISH COLUMBIA"	50.722	-127.488	12742.84	27	14	40						0.06		2														
		"n"	"SEYCHELLES"		"POINTE LA RUE, MAHE ISLAND"	-4.6762	55.5294	4571.178	26	8	16	7	17				1.39		2		"R"												
		"n"	"SEYCHELLES"		"NORTHEAST POINT, MAHE ISLAND"	-4.58478333	55.46248333	4576.663									2.2	100	5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIBOLGA, SUMATRA"	1.729	98.785	370.189									1.5		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"SIBOLGA, SUMATRA"	1.729	98.785	370.189	26	2	46	1	47				1.23		2		"R"												
		"n"	"INDONESIA"	"NORTH SUMATRA"	"MUAWE VILLAGE, NIAS ISLAND"	1.396	97.17	257.87									3.8		5														
		"n"	"INDONESIA"	"NORTH SUMATRA"	"HILIRIHONO, NIAS ISLAND"	0.574	97.732	368.207									2.5	400	5														
		"n"	"MALDIVES"		"HULHUMALE, NORTH MALE"	4.201	73.545	2479.959									2.43		5														
		"n"	"MALDIVES"		"GEMENDHOO, DHAALU"	2.799	73.026	2538.195									2.74		5														
		"n"	"MALDIVES"		"GAN, LAAMU"	1.942	73.542	2485.718									2.6		5														
		"n"	"MALDIVES"		"GAN, SEENU"	0.687	73.144	2542.962									1.89		5														
		"n"	"MALDIVES"		"MARADHOO, SEENU"	0.661	73.116	2546.402									1.94		5														
		"n"	"MALDIVES"		"HITHADHOO, SEENU"	0.651	73.108	2547.42									1.3		5														
		"n"	"INDONESIA"	"ACEH"	"LEPUNG, ACEH, SUMATRA"	5.396	95.261	239.24									18.7		5														
		"n"	"SRI LANKA"		"WALIGAMA"	5.964	80.421	1737.07									4.86		5														
		"n"	"MALAYSIA"		"PENANG ISLAND"	5.326	100.196	530.742									1.4	50	10														
		"n"	"INDIA"	"TAMIL NADU"	"PULICAT LAKE LIGHT HOUSE"	13.41972222	80.32888889	2040.669									2.9	100	5														
		"n"	"INDIA"	"TAMIL NADU"	"MUTTUKADU"	12.83166667	80.2475	2014.728									4.1	30	5														
		"n"	"INDIA"	"TAMIL NADU"	"KALLAR VILLAGE"	10.82722222	79.84277778	1952.957									4.3	1500	5														
		"n"	"USA"	"NJ"	"CAPE MAY, NJ"	38.97	-74.96	15229.01	27	9	35	32	36				0.06		2														
		"n"	"BERMUDA (UK TERRITORY)"		"BERMUDA"	32.3666	-64.7	15558.977	27	5	5	28	6				0.12		2														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.559	95.284	255.973									12.19		4														
		"n"	"INDONESIA"	"ACEH"	"WEST COAST OF ACEH, SUMATRA"	5.452	95.244	245.712									18.79		4														
		"n"	"INDONESIA"	"ACEH"	"KRUENG RAYA PORT, SUMATRA"	5.595	95.527	254.614									5.92		4														
		"n"	"AUSTRALIA"		"PORTLAND"	-38.3434	141.6132	6585.983	26	10	48	9	49				0.85		2														
		"n"	"FRENCH POLYNESIA"	"MARQUESAS ISLANDS"	"NUKU HIVA ISLAND, MARQUESAS ISLANDS"	-8.9148	-140.0958	13818.333									0.03		2														
		"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.0366	-155.829	11794.856	27	2	42	25	43				0.05		2														
		"n"	"USA"	"CA"	"LOS ANGELES, CA"	33.719	-118.272	14572.524	27	9	0						0.13		2														
		"n"	"CHILE"	"VALPARAISO"	"VALPARAISO"	-33.02767128	-71.62787275	16469.565	27	1	4	24	5				0.09		2														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.552	95.317	254.34									4.58		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.547	95.317	253.803									4.43		4														
		"n"	"INDONESIA"	"ACEH"	"CENTER OF BANDA ACEH, SUMATRA"	5.548	95.315	253.962									5.16		4														
		"n"	"INDONESIA"	"ACEH"	"BANDA ACEH"	5.56530556	95.32958333	255.449									2		5														
		"n"	"SOMALIA"		"BANDARBEYLA"	9.49316	50.81461	5025.108									8.94	48.6	5			7	1			30	1			102	3		
		"n"	"MYANMAR (BURMA)"		"AYEYARWADDY DELTA"														5			32	1			50	1		1			550	3
		"n"	"MYANMAR (BURMA)"		"RAKINE"														5			21	1										
		"n"	"INDIA"	"ANDHRA PRADESH"	"VODAREVU"	15.79188333	80.41271667	2182.954									1.78		5														
		"n"	"INDIA"	"ANDHRA PRADESH"	"PALIPAN-KOTTAPATNAM"	15.43538333	80.17621667	2179.467									2.93		5														
		"n"	"INDIA"	"TAMIL NADU"	"KOVALAM"	12.78873333	80.2539	2011.744									2.71		5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.64208333	92.74861667	982.44									2.3		5														
		"n"	"INDIA"	"ANDAMAN AND NICOBAR"	"SOUTH ANDAMAN"	11.52791667	92.72561667	971.53									3.98		5														
		"n"	"KENYA"		"KILIFI BEACH"	-3.62585	39.86690741	6275.7									0.7	3	5														
		"n"	"SRI LANKA"		"TRINCOMALEE"	8.618075	81.21845	1722.667									4.4		4														
		"n"	"SRI LANKA"		"KALMUNAI KUDDI"	7.405348	81.84164	1617.214									6.2	210	4														
		"n"	"SRI LANKA"		"KORALAWELLA"	6.749667	79.88879	1810.386									4.55		4														
		"n"	"SRI LANKA"		"THIRANAGAMA"	6.11065	80.12357	1772.162									6.81		5														
		"n"	"SRI LANKA"		"GALBOKKA"	6.323317	80.03091	1786.218									4.26		5														
		"n"	"SRI LANKA"		"SEENIGAMA"	6.1661	80.08908	1776.931									5.05		5														
		"n"	"SRI LANKA"		"YALA"	6.16639	81.25503	1649.816									4.65	390	5										1		1		
		"n"	"SRI LANKA"		"BOOSA"	6.04776	80.09014	1774.702									2.5		5										1				1
		"n"	"SRI LANKA"		"KATUKURUNDA"	6.33359	79.57682	1835.914										61	5														
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINTE-MARIE"	-20.893	55.5359	5148.958									2.03		5									0.5	1				
		"n"	"REUNION (FRENCH TERRITORY)"		"SAINT-GILLES"	-21.0526	55.2235	5185.916									2.44		5									0.15	1				
		"n"	"INDIA"	"KERALA"	"ERNAKULAM"	9.98	76.28	2285.109									4	1000	4														
		"n"	"INDIA"	"TAMIL NADU"	"KANYAKUMARI"	8.078	77.541	2095.167									2.4	400	5														
		"n"	"YEMEN"		"MAHFARHAN"	12.40872	54.22781	4692.444									3.14	105.6	4														
		"n"	"MALDIVES"		"LAAMU ATOLL, FONADHOO IS."	1.832	73.503	2490.917									3.3	50	4														
		"n"	"INDIA"	"ANDHRA PRADESH"	"KRISHNA DISTRICT"	16.17	81.13	2149.254											1			27	1								1		
		"n"	"INDONESIA"	"ACEH"	"E OF BANDA ACEH, SUMATRA"	5.65125	95.4231	262.625									8	4000	5										3				
		"n"	"INDIA"	"KERALA"	"ALLAPUZHA"	9.49	76.33	2264.126											1														
		"n"	"INDIA"	"TAMIL NADU"	"NAGAPATTINAM, SERUTHUR"	10.674	79.851	1945.298											1			131	3										
		"n"	"INDIA"	"KERALA"	"THIRUVANANTHAPURAM, SINGARATHOP"	8.5069	76.9569	2169.008											1														
		"n"	"OMAN"		"RAS AL JAZIRAH"	20.43837	58.84107	4437.039									1.8	29	5														
		"n"	"OMAN"		"RAS AL JAZIRAH"	20.57542	58.9317	4433.474									1.8	59	5														
		"n"	"OMAN"		"RAS AL JAZIRAH"	20.57542	58.9317	4433.474									1.5	24	5														
		"n"	"OMAN"		"RAS AL DUQM"	19.66614	57.70798	4520.285									2.3	48	5														
		"n"	"SOMALIA"		"XAAFUUN"	10.42161	51.25924	4985.977									3.55	122.6	4														
		"n"	"SOMALIA"		"XAAFUUN"	10.42515	51.25942	4985.996									4.32	509.2	5														
		"n"	"SOMALIA"		"XAAFUUN"	10.42793	51.25533	4986.473									5.49	662.5	5														
		"n"	"INDONESIA"	"ACEH"	"PULAU BREUH, SUMATRA"	5.68099	95.06124	275.924									22.2	222	4														
		"n"	"INDONESIA"	"ACEH"	"JANTANG, SUMATRA"	5.27621	95.25104	226.859									19.7	627.3	4														
		"n"	"OMAN"		"QAYSAD"	18.4239	56.62197	4587.642									1.1	162	5														
		"n"	"SOMALIA"		"FOAR"	10.31077	50.89758	5024.177									7.47	62.3	5			2	1			6	1			50	1		1
		"n"	"SOMALIA"		"FOAR"	10.31144	50.89736	5024.208									6.37	122.3	5														
		"n"	"MADAGASCAR"		"AMDINGOZABE"	-15.06193	50.35913	5410.372									1.65	102	4														
		"n"	"MADAGASCAR"		"VOHEMAR"	-13.35335	50.00787	5389.595									1.6	10	5														
		"n"	"MADAGASCAR"		"MAHAVELONA (FOUL POINTE)"	-17.67457	49.51608	5590.335									0.79	4	5														
		"n"	"INDONESIA"	"ACEH"	"KARIYA BAKTI, SUMATRA"	2.63827	95.80293	75.156									4.1	158.9	4														
		"n"	"INDONESIA"	"ACEH"	"KUALA MEURISI, SUMATRA"	4.61644	95.62812	145.974									17.2	1112.3	4														
		"n"	"INDONESIA"	"ACEH"	"KUALA MEURISI, SUMATRA"	4.61974	95.6308	146.282									13.6	1591.4	4														
		"n"	"REUNION (FRENCH TERRITORY)"		"REUNION"	-20.935	55.2847	5174.419	26	7	55	6	56				0.35		2		"R"												
